src_image_path,src_country,tgt_image_path,prompt
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_arara.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_bird_arara.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_green-headed-tanager.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_bird_green-headed-tanager.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_tucano.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_bird_tucano.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_sabiá-laranjeira.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_bird_sabiá-laranjeira.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_great-kiskadee.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_bird_great-kiskadee.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_jaguar.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_mammal_jaguar.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_muriqui.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_mammal_muriqui.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_capybara.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_mammal_capybara.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_giant-anteater.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_mammal_giant-anteater.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_maned-wolf.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_mammal_maned-wolf.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_food_churrasco.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_food_brigadeiro.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_food_pão-de-queijo.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_food_coxinha.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_food_feijoada.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_beverages_mate.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_beverages_coconut-water.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_beverages_cachaça.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_beverages_sugarcane-juice.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_beverages_caipirinha.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_clothing_havaianas.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_clothing_sleeveless-shirt.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_clothing_shorts.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_clothing_flip-flops.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_clothing_bikini.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_houses_casas-bahia.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_houses_palafita.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_houses_sobrado.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_houses_favela.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_houses_colonial-architecture-of-brazil.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_flower_jacaranda.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_flower_heliconia.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_flower_cattleya.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_flower_bromelia.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_flower_handroanthus.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_fruit_pineapple.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_fruit_mango.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_fruit_guava.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_fruit_papaya.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_fruit_jabuticaba.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_vegetable_pumpkin.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_vegetable_potato.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_vegetable_cassava.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_vegetable_yam.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_vegetable_okra.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_agriculture_soybean.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_agriculture_coffee.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_agriculture_maize.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_agriculture_livestock.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_agriculture_sugarcane.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_utensil_wooden-spoon.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_utensil_barbecue-grill.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_utensil_mortar-and-pestle.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_utensil_pressure-cooking.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_utensil_squeegee.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_volleyball.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_sport_volleyball.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_futsal.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_sport_futsal.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_association-football.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_sport_association-football.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_brazilian-jiu-jitsu.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_sport_brazilian-jiu-jitsu.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_capoeira.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_sport_capoeira.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_festa-junina.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_celebrations_festa-junina.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_celebrations_brazilian-carnival.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_congada.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_celebrations_congada.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_independence-day.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_celebrations_independence-day.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_new-years-eve.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_celebrations_new-years-eve.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/education_whiteboard.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_education_whiteboard.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/education_federal-university-of-rio-de-janeiro.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_education_federal-university-of-rio-de-janeiro.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/education_national-high-school-exam.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_education_national-high-school-exam.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/education_kwl-table.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_education_kwl-table.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/education_escola.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_education_escola.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/music_música-popular-brasileira.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_music_música-popular-brasileira.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/music_frevo.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_music_frevo.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/music_bossa-nova.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_music_bossa-nova.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/music_forró.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_music_forró.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/music_samba.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_music_samba.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_graffiti.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_visual-arts_graffiti.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_modernism-in-brazil.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_visual-arts_modernism-in-brazil.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_tropicália.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_visual-arts_tropicália.jpg,make the image culturally relevant to Nigeria
https://storage.googleapis.com/image-transcreation/part1/brazil/visual-arts_barroco-no-brasil.jpg,brazil,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/nigeria/brazil_visual-arts_barroco-no-brasil.jpg,make the image culturally relevant to Nigeria
