src_domain,model_1,model_2,model_3,id,instructpix2pix_src_clip,instructpix2pix_tgt_clip,instructpix2pix_src_tgt_dino,blip-gpt-plugnplay_src_clip,blip-gpt-plugnplay_tgt_clip,blip-gpt-plugnplay_src_tgt_dino,retrieval_src_clip,retrieval_tgt_clip,retrieval_src_tgt_dino
united-states_mammal_american-beaver,instruct,plugnplay,retrieval,0,0.1818947046995163,0.16635677218437195,0.9710779190063477,0.1818947046995163,0.22132229804992676,0.8314430713653564,0.1818947046995163,0.19553011655807495,0.7589841485023499
turkey_Utensil-Tool_Samovar,instruct,retrieval,plugnplay,1,0.12130443006753922,0.1245027631521225,0.9988259673118591,0.12130443006753922,0.16761796176433563,0.8955830335617065,0.12130443006753922,0.1507737934589386,0.8493172526359558
united-states_food_apple-pie,retrieval,instruct,plugnplay,2,0.13768936693668365,0.1463683396577835,0.9980931282043457,0.13768936693668365,0.18897724151611328,0.9576865434646606,0.13768936693668365,0.11820466071367264,0.8828296065330505
portugal_music_guitarra-portuguesa,plugnplay,retrieval,instruct,3,0.13979661464691162,0.14153969287872314,0.99701988697052,0.13979661464691162,0.17681686580181122,0.9547773599624634,0.13979661464691162,0.20600742101669312,0.8652656078338623
united-states_agriculture_wheat,retrieval,plugnplay,instruct,4,0.186740443110466,0.1733369529247284,0.7901157140731812,0.186740443110466,0.17072507739067078,0.9452114105224609,0.186740443110466,0.1955413520336151,0.9076127409934998
portugal_education_queima-das-fitas,retrieval,plugnplay,instruct,5,0.1158992350101471,0.11893006414175034,0.998207151889801,0.1158992350101471,0.20135360956192017,0.9488641619682312,0.1158992350101471,0.1840677410364151,0.8141412734985352
nigeria_agriculture_poultry-farming,instruct,retrieval,plugnplay,6,0.10632818937301636,0.1186055839061737,0.9957242012023926,0.10632818937301636,0.15202046930789948,0.9137048721313477,0.10632818937301636,0.20600742101669312,0.8412391543388367
nigeria_beverages_star,retrieval,plugnplay,instruct,7,0.13647137582302094,0.13907073438167572,0.997452974319458,0.13647137582302094,0.17154806852340698,0.9597046971321106,0.13647137582302094,0.19245536625385284,0.8581909537315369
brazil_music_maracatu,instruct,plugnplay,retrieval,8,0.11683591455221176,0.19022326171398163,0.8864103555679321,0.11683591455221176,0.19822491705417633,0.9411015510559082,0.11683591455221176,0.18593290448188782,0.8718209266662598
japan_visual arts_manga,plugnplay,instruct,retrieval,9,0.21063007414340973,0.19437438249588013,0.9985179901123047,0.21063007414340973,0.2022560089826584,0.988832950592041,0.21063007414340973,0.22554166615009308,0.783405065536499
india_celebrations_pongal,instruct,retrieval,plugnplay,10,0.09016051888465881,0.10211367905139923,0.9889695644378662,0.09016051888465881,0.11608051508665085,0.9278544187545776,0.09016051888465881,0.1389063447713852,0.8948225975036621
india_visual arts_madhubani-painting,plugnplay,instruct,retrieval,11,0.1140529066324234,0.12680815160274506,0.9962373971939087,0.11405286937952042,0.1391594111919403,0.9236632585525513,0.11405286937952042,0.1913980096578598,0.8007760047912598
brazil_bird_beija-flor,instruct,plugnplay,retrieval,12,0.1363859623670578,0.1367669254541397,0.9953170418739319,0.1363859623670578,0.13837149739265442,0.9271379113197327,0.1363859623670578,0.15463919937610626,0.6940209865570068
portugal_flower_dahlia,plugnplay,retrieval,instruct,13,0.14045220613479614,0.1440083086490631,0.9991756081581116,0.14045220613479614,0.1722511500120163,0.9753779768943787,0.14045220613479614,0.20781651139259338,0.8665156364440918
india_music_flute,retrieval,plugnplay,instruct,14,0.13180866837501526,0.12223242968320847,0.994177520275116,0.13180866837501526,0.13948939740657806,0.7774237394332886,0.13180866837501526,0.21066804230213165,0.7048590183258057
portugal_sport_surf,instruct,retrieval,plugnplay,15,0.13464602828025818,0.12927573919296265,0.9937107563018799,0.13464602828025818,0.16498614847660065,0.9302138090133667,0.13464602828025818,0.14616051316261292,0.873247504234314
brazil_fruit_maracujá,plugnplay,retrieval,instruct,16,0.13813236355781555,0.1405230164527893,0.9626916646957397,0.13813236355781555,0.14208298921585083,0.9482200145721436,0.13813236355781555,0.16868355870246887,0.8186134099960327
nigeria_mammal_dog,instruct,retrieval,plugnplay,17,0.10265518724918365,0.10722096264362335,0.9965513944625854,0.10265518724918365,0.23750846087932587,0.8626554608345032,0.10265518724918365,0.1920318454504013,0.7653831243515015
nigeria_vegetable_cabbage,plugnplay,retrieval,instruct,18,0.13273727893829346,0.1381729245185852,0.9940316677093506,0.13273727893829346,0.1506493091583252,0.9538662433624268,0.13273727893829346,0.12286525964736938,0.8072116374969482
india_beverages_lassi,plugnplay,instruct,retrieval,19,0.10560822486877441,0.09302013367414474,0.9978677034378052,0.10560822486877441,0.18153353035449982,0.9386562705039978,0.10560822486877441,0.17639532685279846,0.755932092666626
portugal_mammal_wild-boar,retrieval,plugnplay,instruct,20,0.15571163594722748,0.14966098964214325,0.9732241630554199,0.15571163594722748,0.1569622904062271,0.9530887603759766,0.15571163594722748,0.19908997416496277,0.773461639881134
turkey_Utensil-Tool_Cookstove,plugnplay,instruct,retrieval,21,0.16381779313087463,0.1593267321586609,0.9933018684387207,0.16381779313087463,0.16914184391498566,0.9562864303588867,0.16381779313087463,0.17981228232383728,0.8476556539535522
india_sport_kabaddi,instruct,retrieval,plugnplay,22,0.1416507065296173,0.13801825046539307,0.9978470802307129,0.1416507065296173,0.21122944355010986,0.9533333778381348,0.1416507065296173,0.15124177932739258,0.8176518678665161
nigeria_fruit_ube-pear,instruct,retrieval,plugnplay,23,0.12178399413824081,0.1257842779159546,0.9980325698852539,0.12178399413824081,0.15810982882976532,0.9550296664237976,0.12178399413824081,0.21770477294921875,0.7949919700622559
japan_food_ramen,plugnplay,retrieval,instruct,24,0.18721000850200653,0.19277095794677734,0.9953858852386475,0.18721002340316772,0.18763527274131775,0.9635673761367798,0.18721002340316772,0.20768630504608154,0.8289186954498291
