src_image_path,tgt_image_path
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_arara.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_bird_arara.png
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_green-headed-tanager.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_bird_green-headed-tanager.png
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_tucano.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_bird_tucano.png
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_sabiá-laranjeira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_bird_sabiá-laranjeira.png
https://storage.googleapis.com/image-transcreation/part1/brazil/bird_great-kiskadee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_bird_great-kiskadee.png
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_jaguar.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_mammal_jaguar.png
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_muriqui.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_mammal_muriqui.png
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_capybara.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_mammal_capybara.png
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_giant-anteater.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_mammal_giant-anteater.png
https://storage.googleapis.com/image-transcreation/part1/brazil/mammal_maned-wolf.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_mammal_maned-wolf.png
https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_food_churrasco.png
https://storage.googleapis.com/image-transcreation/part1/brazil/food_brigadeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_food_brigadeiro.png
https://storage.googleapis.com/image-transcreation/part1/brazil/food_pão-de-queijo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_food_pão-de-queijo.png
https://storage.googleapis.com/image-transcreation/part1/brazil/food_coxinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_food_coxinha.png
https://storage.googleapis.com/image-transcreation/part1/brazil/food_feijoada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_food_feijoada.png
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_mate.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_beverages_mate.png
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_coconut-water.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_beverages_coconut-water.png
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_cachaça.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_beverages_cachaça.png
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_sugarcane-juice.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_beverages_sugarcane-juice.png
https://storage.googleapis.com/image-transcreation/part1/brazil/beverages_caipirinha.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_beverages_caipirinha.png
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_havaianas.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_clothing_havaianas.png
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_sleeveless-shirt.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_clothing_sleeveless-shirt.png
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_shorts.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_clothing_shorts.png
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_flip-flops.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_clothing_flip-flops.png
https://storage.googleapis.com/image-transcreation/part1/brazil/clothing_bikini.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_clothing_bikini.png
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_casas-bahia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_houses_casas-bahia.png
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_houses_palafita.png
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_sobrado.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_houses_sobrado.png
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_favela.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_houses_favela.png
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_colonial-architecture-of-brazil.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_houses_colonial-architecture-of-brazil.png
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_jacaranda.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_flower_jacaranda.png
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_heliconia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_flower_heliconia.png
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_cattleya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_flower_cattleya.png
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_bromelia.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_flower_bromelia.png
https://storage.googleapis.com/image-transcreation/part1/brazil/flower_handroanthus.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_flower_handroanthus.png
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_fruit_pineapple.png
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_mango.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_fruit_mango.png
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_guava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_fruit_guava.png
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_papaya.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_fruit_papaya.png
https://storage.googleapis.com/image-transcreation/part1/brazil/fruit_jabuticaba.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_fruit_jabuticaba.png
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_pumpkin.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_vegetable_pumpkin.png
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_potato.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_vegetable_potato.png
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_cassava.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_vegetable_cassava.png
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_yam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_vegetable_yam.png
https://storage.googleapis.com/image-transcreation/part1/brazil/vegetable_okra.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_vegetable_okra.png
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_soybean.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_agriculture_soybean.png
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_agriculture_coffee.png
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_maize.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_agriculture_maize.png
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_livestock.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_agriculture_livestock.png
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_sugarcane.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_agriculture_sugarcane.png
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_wooden-spoon.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_utensil_wooden-spoon.png
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_barbecue-grill.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_utensil_barbecue-grill.png
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_mortar-and-pestle.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_utensil_mortar-and-pestle.png
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_pressure-cooking.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_utensil_pressure-cooking.png
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_utensil_squeegee.png
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_volleyball.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_sport_volleyball.png
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_futsal.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_sport_futsal.png
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_association-football.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_sport_association-football.png
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_brazilian-jiu-jitsu.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_sport_brazilian-jiu-jitsu.png
https://storage.googleapis.com/image-transcreation/part1/brazil/sport_capoeira.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_sport_capoeira.png
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_festa-junina.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_celebrations_festa-junina.png
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_celebrations_brazilian-carnival.png
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_congada.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_celebrations_congada.png
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_independence-day.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_celebrations_independence-day.png
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_new-years-eve.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_celebrations_new-years-eve.png
https://storage.googleapis.com/image-transcreation/part1/brazil/education_whiteboard.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_education_whiteboard.png
https://storage.googleapis.com/image-transcreation/part1/brazil/education_federal-university-of-rio-de-janeiro.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_education_federal-university-of-rio-de-janeiro.png
https://storage.googleapis.com/image-transcreation/part1/brazil/education_national-high-school-exam.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/india/brazil_education_national-high-school-exam.png
