Key,e2e-instruct,cap-retrieve,cap-edit
education_k5-sort_data-5,3,4,3
education_k5-analyse-9,5,2,2
education_k5-sort-1,2,2,5
education_k5-belong-6,2,2,2
education_k5-belong-1,2,4,2
education_k5-analyse-7,2,2,4
education_k5-sort_count-6,2,2,3
education_k5-count-7,2,2,2
education_k5-sort_count-1,2,4,2
education_k5-count-9,2,2,2
education_k5-analyse-6,5,2,3
education_k5-analyse-1,2,2,2
education_k5-analyse-8,2,2,3
education_k5-sort_data-4,3,2,2
education_k5-count-12,2,2,2
education_k5-count-8,5,2,2
education_k5-count-1,1,1,4
education_k5-count-6,2,1,2
education_k5-count-11,2,5,2
education_k5-sort_count-4,1,2,2
education_k5-count-5,1,1,3
education_k5-count-2,1,1,5
education_k5-sort_count-3,3,2,2
education_k5-analyse-2,2,2,2
education_k5-belong-4,2,2,2
education_k5-belong-3,2,2,2
education_k5-analyse-5,2,2,2
education_k5-analyse-10,2,2,3
education_k5-count-3,2,3,2
education_k5-sort_count-2,2,2,2
education_k5-sort_count-5,4,1,1
education_k5-count-4,1,1,5
education_k5-count-10,1,1,5
education_k5-sort_data-1,1,1,1
education_k5-sort-2,2,2,2
education_k5-analyse-11,2,2,3
education_k5-belong-2,2,4,2
education_k5-analyse-4,2,2,2
education_k5-analyse-3,3,2,2
education_k5-belong-5,2,2,2
stories_namukuru's_bicycle,1,1,1
stories_happy,5,1,1
stories_pehelwaan_ji,5,1,1
stories_dole_agu_lo_oo,2,3,2
stories_greetings,2,3,2
stories_feet_hands_and_head,5,3,2
stories_the_busy_big_mango_tree,2,2,5
stories_tingi_and_the_cows,3,3,5
stories_basara,4,3,3
stories_toto,2,2,3
stories_my_home,2,5,2
stories_mepu,2,2,5
stories_naughty_or_not,3,2,2
stories_pig,2,2,2
stories_cake,2,3,2
stories_cat_and_dog_and_the_yam,2,3,2
stories_hamo_os_du_ut,2,2,2
stories_asi_uli,2,4,2
stories_o_rain_come,3,2,3
stories_let_s_go,2,3,2
stories_importance_of_trees,2,5,2
stories_i_spy_shapes,2,3,2
stories_19-friends,2,3,2
stories_helping_others,2,3,2
stories_nakitto_at_school,2,2,3
stories_butandwa_eyakabi,2,2,3
stories_annoying_mosquito,5,2,2
stories_homes,5,2,2
stories_my_very_own_scooter,2,3,2
stories_who_colored_the_clouds,2,5,2
stories_i_feel,2,2,4
stories_apa_m_ba_serbisu,3,2,2
stories_pinky,2,2,3
stories_chingoo_s_ching_ching,2,2,3
stories_jojo_and_cow,2,3,3
stories_school,2,2,3
stories_greed,3,2,2
stories_baraka's_school_schedule,2,3,2
stories_don_likes_bats_and_frogs,2,2,3
stories_soccer_game_is_good,2,4,2
stories_mama__what’s_for_dinner,2,4,2
stories_my_family,2,2,3
stories_hơmư̆,2,2,2
stories_reba_wants_ice_cream,2,2,4
stories_yes_you_can!,3,2,2
stories_where_do_these_ants_go,2,3,2
stories_happy_and_sad,2,2,5
stories_tiu_id_nor_solaia_id,2,2,5
stories_my_body,2,2,2
stories_different_people_with_different_hair,3,2,2
stories_la_pata_lupita,2,2,3
stories_milk_is_good,3,2,2
stories_learning_at_home,2,2,2
stories_wiar_kobit-19,2,2,2
stories_cat_and_dog_and_the_egg,2,2,2
stories_my_face_tells_a_story,3,3,3
stories_monu_was_lost_and_found!,2,2,3
stories_different_abilities,2,3,2
stories_lara_the_yellow_ladybird,2,3,2
stories_friends,4,2,2
