Key,e2e-instruct,cap-retrieve,cap-edit
india_beverages_kingfisher-beer,5,5,5
nigeria_celebrations_durbar-festival,5,5,3
portugal_houses_aldeias-do-xisto,4,5,5
nigeria_education_computer-classes,5,5,5
united-states_celebrations_christmas,5,5,1
nigeria_food_egusi-soup-and-poundo,5,5,5
brazil_food_feijoada,5,5,5
turkey_education_boğaziçi-university,4,5,4
united-states_utensil_spoon,2,2,5
nigeria_beverages_zobo,5,1,5
india_houses_Temple,5,5,5
nigeria_bird_guineafowl,5,2,5
turkey_fruit_plum,5,5,1
brazil_fruit_guava,5,5,5
portugal_vegetable_lettuce,1,1,5
india_beverages_filter-coffee,5,5,5
united-states_mammal_cougar,5,1,5
united-states_utensil_tongs,1,1,1
nigeria_music_afrobeat,5,1,4
united-states_religion_mainline-protestant,5,5,3
united-states_clothing_cowboy-hat,5,5,5
brazil_vegetable_yam,5,1,1
portugal_vegetable_zucchini,5,1,1
portugal_visual-arts_filigree,5,1,5
nigeria_visual-arts_glass-art,3,5,5
turkey_food_i̇çli-pide,5,3,3
brazil_music_forró,5,5,4
brazil_agriculture_coffee,5,5,4
india_beverages_chai,5,5,3
brazil_fruit_papaya,1,5,5
portugal_houses_casas-típicas-de-santana,5,5,5
portugal_bird_rock-dove,1,5,5
turkey_houses_villa,5,5,5
brazil_clothing_bikini,5,5,1
nigeria_houses_igbo-architecture,5,5,5
united-states_flower_lilium,5,5,2
united-states_beverages_beer,5,5,5
united-states_education_kahoot,5,1,5
brazil_houses_sobrado,5,5,5
portugal_mammal_porco,5,5,1
nigeria_bird_duck,1,5,5
turkey_food_kebab,5,5,5
united-states_celebrations_thanksgiving,5,5,5
brazil_utensil_squeegee,5,1,5
turkey_flower_rose,5,5,1
portugal_music_fado-de-lisboa,5,5,1
india_sport_badminton,5,5,5
united-states_houses_townhouse,5,5,5
united-states_clothing_down-jacket,5,5,5
united-states_bird_american-crow,1,5,5
portugal_sport_canoeing,5,5,5
turkey_vegetable_cucumber,5,1,5
turkey_education_quran-course,5,5,5
india_education_Vedas,5,5,5
brazil_religion_umbanda,5,5,5
united-states_bird_blue-jay,1,5,5
portugal_fruit_apple,1,5,3
brazil_beverages_mate,5,2,5
india_vegetable_Spinach,5,5,5
united-states_bird_bald-eagle,1,5,5
portugal_clothing_traje-campino-ribatejano,5,4,4
nigeria_sport_basketball,5,5,5
turkey_visual-arts_paper-marbling,5,5,5
india_education_gurukula,5,5,1
turkey_visual-arts_calligraphy,1,5,5
portugal_food_cozido-à-portuguesa,4,5,5
portugal_fruit_orange,1,5,5
india_beverages_nimbu-paani,5,5,5
nigeria_clothing_wrapper,5,5,5
portugal_education_blackboard,4,5,5
brazil_sport_association-football,5,5,5
united-states_religion_evangelicalism,5,5,5
