Key,e2e-instruct,cap-retrieve,cap-edit
portugal_houses_palácio-de-cristal,4,1,2
brazil_agriculture_coffee,4,4,1
turkey_mammal_roe-deer,4,2,1
india_beverages_nimbu-paani,3,4,4
portugal_music_cavaquinho,2,2,1
india_sport_kabaddi,2,4,4
united-states_music_bluegrass,4,1,4
japan_agriculture_dairy,4,2,4
turkey_houses_yalı,2,4,4
brazil_utensil_squeegee,2,2,5
turkey_agriculture_wheat,2,4,2
portugal_agriculture_olive-oil-mills,4,2,4
turkey_houses_villa,5,2,4
japan_sport_judo,4,2,5
india_beverages_chai,5,4,2
turkey_vegetable_eggplant,2,2,4
japan_vegetable_gobo,5,2,4
portugal_education_queima-das-fitas,4,5,2
india_flower_Hibiscus,4,2,1
japan_religion_torii,4,1,4
turkey_sport_volleyball,4,1,2
brazil_fruit_guava,5,4,1
brazil_fruit_papaya,1,4,4
turkey_utensil_hammer,2,2,4
india_food_Chicken-tikka-masala,2,4,4
japan_music_idol,4,1,4
japan_clothing_kimono,1,4,4
brazil_religion_umbanda,1,4,4
portugal_clothing_ribeira,1,4,4
turkey_food_baklava,4,4,1
india_celebrations_Vijayadashami,4,4,5
india_vegetable_Spinach,2,5,4
united-states_agriculture_maize,4,2,5
turkey_flower_tulip,4,1,2
united-states_bird_american-robin,2,5,4
brazil_houses_sobrado,4,4,1
india_utensil_Skimmer,4,1,1
japan_bird_kiji,1,4,2
turkey_beverages_ayran,5,4,1
india_visual-arts_Pattachitra,4,4,1
united-states_celebrations_new-years-day,4,4,1
india_bird_Common-myna,2,4,4
united-states_clothing_sneakers,4,2,1
turkey_sport_wrestling,5,2,1
japan_food_sushi,2,4,1
united-states_food_hotdog,1,2,2
united-states_agriculture_cotton,4,2,1
japan_vegetable_shiitake,4,4,1
turkey_flower_rose,4,4,1
portugal_visual-arts_filigree,4,4,1
japan_utensil_donabe,4,1,4
brazil_music_forró,2,4,1
brazil_sport_futsal,1,2,4
india_beverages_kingfisher-beer,4,1,4
brazil_beverages_mate,1,4,4
india_beverages_filter-coffee,4,1,4
turkey_music_anatolian-rock,4,1,4
india_houses_Temple,1,4,4
united-states_education_projector,4,1,4
turkey_celebrations_ramadan,4,2,1
japan_education_vocational-school,4,4,1
portugal_music_pimba,4,1,4
india_flower_Jasmine,4,4,1
united-states_utensil_spatula,4,1,4
united-states_utensil_table-knife,4,1,4
japan_beverages_matcha,4,1,2
portugal_mammal_arouquesa-bull,4,4,2
japan_mammal_yezo-sika-deer,4,4,1
portugal_sport_tennis,4,1,4
brazil_sport_association-football,4,1,4
japan_bird_japanese-bush-warbler,4,1,4
japan_clothing_tabi,4,4,4
india_food_Samosa,2,1,1
turkey_utensil_peşkir,4,1,4
japan_celebrations_tanabata,2,2,2
brazil_vegetable_potato,1,4,4
india_education_Vedas,4,4,1
portugal_food_bifana,4,4,1
brazil_flower_bromelia,1,4,5
united-states_visual-arts_pop-art,1,4,4
japan_education_sotsugyōshiki,4,4,1
india_mammal_elephant,4,4,1
united-states_utensil_fork,1,4,4
brazil_music_samba,4,4,1
japan_visual-arts_manga,4,1,4
india_education_Central-Board-of-Secondary-Education,4,4,1
japan_food_miso-soup,4,4,1
brazil_religion_catholic-church,4,4,4
united-states_bird_blue-jay,4,1,4
india_mammal_langur-monkey,1,4,4
turkey_mammal_kangal-shepherd-dog,4,1,4
japan_agriculture_pig-farming,4,5,2
portugal_flower_dianthus-caryophyllus,1,4,4
portugal_sport_association-football,2,4,5
brazil_religion_protestantism-in-brazil,4,1,1
united-states_vegetable_broccoli,1,4,2
united-states_music_country,4,4,1
turkey_education_imam-hatip-high-school,4,1,4
united-states_beverages_orange-juice,1,4,4
india_religion_Hinduism,4,5,1
india_education_gurukula,4,4,1
brazil_education_whiteboard,4,5,1
united-states_sport_baseball,4,1,4
united-states_sport_golf,1,5,4
united-states_fruit_banana,5,1,1
united-states_music_pop-music,2,4,4
portugal_visual-arts_bordallo-pinheiro,5,1,5
india_fruit_Mango,5,5,3
brazil_utensil_mortar-and-pestle,1,5,5
brazil_fruit_pineapple,5,5,1
japan_vegetable_renkon,1,3,4
united-states_beverages_coffee,1,4,5
portugal_food_bacalhau-à-brás,1,1,4
brazil_utensil_wooden-spoon,4,1,4
united-states_clothing_cowboy-hat,1,3,1
japan_sport_kendō,4,1,4
japan_visual-arts_ukiyo-e,5,5,1
turkey_clothing_turkish-salvar,5,1,4
japan_beverages_yakult,1,4,4
brazil_mammal_jaguar,5,5,1
united-states_clothing_jeans,4,5,5
united-states_utensil_spoon,1,5,5
india_bird_House-sparrow,5,1,5
brazil_food_feijoada,5,1,4
india_music_harmonium,1,4,5
brazil_clothing_bikini,4,4,1
united-states_flower_narcissus,5,2,1
portugal_food_francesinha,5,1,1
japan_beverages_nihonshu,5,1,1
india_bird_Indian-roller,5,1,5
turkey_religion_alevism,5,2,5
portugal_vegetable_potato,5,1,2
turkey_sport_basketball,3,4,4
turkey_religion_islam,3,5,5
turkey_beverages_rakı,5,4,1
japan_bird_kounotori,4,1,4
turkey_celebrations_eid-al-adha,1,4,4
japan_celebrations_coming-of-age-day,4,4,2
japan_agriculture_稲作,5,3,5
brazil_flower_cattleya,5,5,1
turkey_bird_mallard,1,4,4
united-states_celebrations_christmas,1,5,5
united-states_houses_ranch-style-house,5,1,4
india_food_Biryani,2,4,4
portugal_food_pastel-de-nata,1,5,1
japan_houses_kinkaku-ji,4,4,1
portugal_celebrations_romaria-de-nossa-senhora-d-agonía,4,4,1
brazil_utensil_barbecue-grill,4,4,1
portugal_visual-arts_azulejo,5,4,1
brazil_bird_tucano,5,4,1
united-states_bird_mourning-dove,1,4,5
turkey_clothing_yelek,4,3,1
portugal_clothing_traje-campino-ribatejano,5,1,3
turkey_celebrations_commemoration-of-atatürk-youth-and-sports-day,3,1,5
portugal_clothing_caretos-de-podence,5,1,1
india_mammal_deer,1,4,5
japan_sport_karate,4,4,1
turkey_music_qanun,1,1,5
united-states_sport_american-football,5,1,3
india_beverages_lassi,4,4,1
