src_image_path,model_path_1,model_path_2,model_path_3,model_1,model_2,model_3
https://storage.googleapis.com/image-transcreation/part1/brazil/food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/brazil_food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_food_churrasco.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_food_churrasco.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part1/brazil/houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_houses_palafita.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/brazil_houses_palafita.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_houses_palafita.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/united-states/religion_judaism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/united-states_religion_judaism.png,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/united-states_religion_judaism.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/united-states_religion_judaism.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part1/nigeria/mammal_greater-cane-rat.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/nigeria_mammal_greater-cane-rat.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/nigeria_mammal_greater-cane-rat.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/nigeria_mammal_greater-cane-rat.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part1/nigeria/fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/nigeria_fruit_pineapple.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/nigeria_fruit_pineapple.png,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/nigeria_fruit_pineapple.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/brazil/celebrations_brazilian-carnival.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/brazil_celebrations_brazilian-carnival.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/brazil_celebrations_brazilian-carnival.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/brazil_celebrations_brazilian-carnival.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/nigeria/flower_ixora.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/nigeria_flower_ixora.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/nigeria_flower_ixora.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/nigeria_flower_ixora.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/united-states/utensil_fork.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/united-states_utensil_fork.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/united-states_utensil_fork.png,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/united-states_utensil_fork.jpg,cap-retrieve,cap-edit,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/united-states/clothing_suit.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/united-states_clothing_suit.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/united-states_clothing_suit.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/united-states_clothing_suit.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part1/india/agriculture_cotton-production.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/japan/india_agriculture_cotton-production.png,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/japan/india_agriculture_cotton-production.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/japan/india_agriculture_cotton-production.jpg,cap-edit,e2e-instruct,cap-retrieve
