Key,e2e-instruct,cap-retrieve,cap-edit
education_k5-sort_data-5,1,4,1
education_k5-analyse-9,4,1,1
education_k5-sort-1,2,2,4
education_k5-belong-6,3,5,1
education_k5-belong-1,3,4,3
education_k5-analyse-7,3,3,4
education_k5-sort_count-6,2,1,5
education_k5-count-7,3,3,3
education_k5-sort_count-1,5,1,4
education_k5-count-9,1,2,4
education_k5-analyse-6,1,1,1
education_k5-analyse-1,3,3,5
education_k5-analyse-8,1,1,4
education_k5-sort_data-4,1,1,1
education_k5-count-12,1,4,1
education_k5-count-8,5,3,3
education_k5-count-1,4,1,2
education_k5-count-6,4,1,1
education_k5-count-11,1,5,1
education_k5-sort_count-4,1,2,2
education_k5-count-5,1,1,1
education_k5-count-2,1,1,5
education_k5-sort_count-3,5,3,1
education_k5-analyse-2,2,3,5
education_k5-belong-4,3,4,3
education_k5-belong-3,3,5,3
education_k5-analyse-5,1,1,1
education_k5-analyse-10,1,1,5
education_k5-count-3,1,1,3
education_k5-sort_count-2,4,1,1
education_k5-sort_count-5,5,3,3
education_k5-count-4,3,3,4
education_k5-count-10,1,1,5
education_k5-sort_data-1,2,2,2
education_k5-sort-2,1,3,1
education_k5-analyse-11,1,1,1
education_k5-belong-2,1,1,1
education_k5-analyse-4,1,1,5
education_k5-analyse-3,5,1,1
education_k5-belong-5,1,1,1
stories_namukuru's_bicycle,4,5,1
stories_happy,5,3,2
stories_pehelwaan_ji,5,4,3
stories_dole_agu_lo_oo,1,4,1
stories_greetings,3,5,4
stories_feet_hands_and_head,5,5,1
stories_the_busy_big_mango_tree,1,1,5
stories_tingi_and_the_cows,1,3,5
stories_basara,5,5,3
stories_toto,3,4,5
stories_my_home,1,5,4
stories_mepu,5,3,3
stories_naughty_or_not,5,4,3
stories_pig,3,4,5
stories_cake,4,3,1
stories_cat_and_dog_and_the_yam,3,3,3
stories_hamo_os_du_ut,5,3,5
stories_asi_uli,2,5,4
stories_o_rain_come,5,2,4
stories_let_s_go,3,5,2
stories_importance_of_trees,1,1,1
stories_i_spy_shapes,4,4,3
stories_19-friends,2,1,1
stories_helping_others,3,5,3
stories_nakitto_at_school,1,1,1
stories_butandwa_eyakabi,3,1,5
stories_annoying_mosquito,5,3,3
stories_homes,5,2,3
stories_my_very_own_scooter,3,5,3
stories_who_colored_the_clouds,1,5,1
stories_i_feel,1,1,5
stories_apa_m_ba_serbisu,3,3,3
stories_pinky,2,1,5
stories_chingoo_s_ching_ching,1,1,5
stories_jojo_and_cow,1,1,5
stories_school,1,1,5
stories_greed,5,4,3
stories_baraka's_school_schedule,1,5,3
stories_don_likes_bats_and_frogs,4,3,5
stories_soccer_game_is_good,2,5,2
stories_mama__what’s_for_dinner,1,5,1
stories_my_family,1,3,5
stories_hơmư̆,3,5,4
stories_fire's_story,1,1,1
stories_reba_wants_ice_cream,1,1,4
stories_yes_you_can!,1,5,1
stories_where_do_these_ants_go,4,4,4
stories_happy_and_sad,1,3,5
stories_tiu_id_nor_solaia_id,3,5,3
stories_my_body,5,2,3
stories_different_people_with_different_hair,3,4,5
stories_la_pata_lupita,1,1,1
stories_milk_is_good,1,3,5
stories_learning_at_home,5,4,1
stories_wiar_kobit-19,4,5,5
stories_cat_and_dog_and_the_egg,1,3,4
stories_my_face_tells_a_story,1,1,1
stories_monu_was_lost_and_found!,3,5,2
stories_different_abilities,3,5,4
stories_lara_the_yellow_ladybird,5,1,1
stories_friends,3,1,1
