src_image_path,model_path_1,model_path_2,model_path_3,model_1,model_2,model_3
https://storage.googleapis.com/image-transcreation/part1/nigeria/flower_ixora.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/nigeria_flower_ixora.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/nigeria_flower_ixora.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/nigeria_flower_ixora.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part1/brazil/agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/brazil_agriculture_coffee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/brazil_agriculture_coffee.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/brazil_agriculture_coffee.jpg,e2e-instruct,cap-edit,cap-retrieve
https://storage.googleapis.com/image-transcreation/part1/turkey/food_simit.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/turkey_food_simit.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/turkey_food_simit.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/turkey_food_simit.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part1/india/beverages_nimbu-paani.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/india_beverages_nimbu-paani.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/india_beverages_nimbu-paani.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/india_beverages_nimbu-paani.png,cap-retrieve,e2e-instruct,cap-edit
https://storage.googleapis.com/image-transcreation/part1/nigeria/music_traditional-flute-player.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/nigeria_music_traditional-flute-player.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/nigeria_music_traditional-flute-player.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/nigeria_music_traditional-flute-player.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part1/nigeria/fruit_banana.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/nigeria_fruit_banana.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/nigeria_fruit_banana.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/nigeria_fruit_banana.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part1/nigeria/flower_aloe-vera.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/nigeria_flower_aloe-vera.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/nigeria_flower_aloe-vera.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/nigeria_flower_aloe-vera.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part1/nigeria/education_morning-assembly-at-a-primary-school.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/nigeria_education_morning-assembly-at-a-primary-school.png,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/nigeria_education_morning-assembly-at-a-primary-school.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/nigeria_education_morning-assembly-at-a-primary-school.jpg,cap-edit,e2e-instruct,cap-retrieve
https://storage.googleapis.com/image-transcreation/part1/turkey/bird_greater-flamingo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/turkey_bird_greater-flamingo.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/turkey_bird_greater-flamingo.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/turkey_bird_greater-flamingo.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/brazil/utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/brazil_utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/brazil_utensil_squeegee.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/brazil_utensil_squeegee.png,e2e-instruct,cap-retrieve,cap-edit
https://storage.googleapis.com/image-transcreation/part1/india/celebrations_Vijayadashami.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/india_celebrations_Vijayadashami.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/india_celebrations_Vijayadashami.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/india_celebrations_Vijayadashami.jpg,cap-edit,cap-retrieve,e2e-instruct
https://storage.googleapis.com/image-transcreation/part1/japan/agriculture_poultry-farming.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/e2e-instruct/portugal/japan_agriculture_poultry-farming.jpg,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-edit/portugal/japan_agriculture_poultry-farming.png,https://storage.googleapis.com/image-transcreation/outputs/part1/cap-retrieve/portugal/japan_agriculture_poultry-farming.jpg,e2e-instruct,cap-edit,cap-retrieve
